N (ppm),P (ppm),K (ppm),Temp (°C),Humidity (%),pH,Soil Moisture (%),Crop
123.14517701323908,47.636426895128864,144.02422335305798,18.584387535229467,63.41554503932682,6.165242288838575,27.906382740669414,Lettuce
128.19295516526643,47.17310618796766,111.59042772436617,29.97718285086969,65.99272813912908,6.869080942626708,29.327113441152363,Lettuce
117.96271192922482,47.28735765338539,125.45264437464368,25.36419573624582,65.66582711966458,6.726206760709111,28.156289631114,Lettuce
128.17525513792233,41.43703531963546,142.75524463302128,27.475182016385986,79.1259445994244,6.431147790677078,33.07456061519877,Lettuce
117.22337645973856,42.40785936875659,105.16832617930689,28.696783195514875,73.16897452622779,6.877927932285134,30.835026138316394,Lettuce
127.56595245791793,49.66201876506869,114.4908865283621,22.519091826993396,60.17618188072023,6.555813058313,25.754457033452265,Lettuce
120.01825394965091,57.382745695350486,143.0589623622357,21.657814775983695,63.77257335128817,6.84607534788955,28.20123356333923,Lettuce
105.89928836940103,57.233816340718064,115.20620722405506,18.364393288783937,70.4944424142361,6.004726549029721,29.684479588976977,Lettuce
130.91864452080821,57.606650739884344,101.13270636257417,29.161862563609596,63.76032413546911,6.753274418313512,27.67569099002088,Lettuce
112.91208699761803,49.032026996796645,112.44239028564014,22.47092314880501,74.38210032692554,6.653758138252378,31.727415339281514,Lettuce
141.73126442468666,45.92545796221959,129.6499959347141,27.82545343569661,62.622049388980386,6.5942919346219435,26.71912699823494,Lettuce
113.80894949276649,55.20026055370507,108.07785488723516,21.375174408414384,79.48203452160871,6.485167233002887,33.2103385835163,Lettuce
139.07665914576415,58.92907147714945,139.1192523089592,21.764122490668985,70.39392930627946,6.863172636796035,29.64122318544225,Lettuce
141.74026924811824,50.093626922563566,104.40184318073312,23.185080669205885,78.5784174868279,6.2753385782596025,32.90191552550285,Lettuce
149.91466607556364,48.752184413392854,145.09544347195003,22.661243763074857,65.99656615634585,6.338747074640078,28.310326393653796,Lettuce
132.8767543217324,55.44183965136023,142.05476351220312,21.018238604055142,68.30517716494063,6.659093634979639,28.67510527027434,Lettuce
128.17469962343304,53.67735972647528,133.12494140586648,25.43056071620707,64.2719055981351,6.89408635892833,27.016386348987805,Lettuce
103.3421415289655,43.69799066822026,121.10662779801939,26.28372248510331,78.184106864565,6.5409069718447945,33.91418284243099,Lettuce
144.97241585706746,44.435610135594224,109.55273067306553,25.62736742169311,60.66864997247493,6.240302009601355,27.233360468402058,Lettuce
131.62820733727827,57.80158278368346,131.1598118888494,24.428682464982042,62.94652809102038,6.749859515814908,27.306808202872837,Lettuce
110.96539403185906,42.5010413254476,148.11777787465115,24.158947569140768,62.305984110690844,6.436687490508739,27.786095942108165,Lettuce
103.97707469392422,51.31222703530931,110.95657286126416,27.979255324283102,74.43281047766513,6.023730961605517,32.70174219844295,Lettuce
138.9128708528565,44.99232431384606,118.77567876977587,28.70144391228819,68.70323120353197,6.200011654485274,28.519024390181336,Lettuce
126.97899567521074,48.82803310166126,144.31951307335257,29.51126876662389,79.24330484390391,6.770198232089632,33.54797041235631,Lettuce
111.3842392078585,45.8989931117017,148.24332027968842,27.589035196771768,71.8253523302973,6.667794602226874,31.65872909816292,Lettuce
114.52122772416412,48.27554136490546,141.13694428731105,28.84006631582715,62.32538122817571,6.506680247519445,26.625334683078535,Lettuce
147.9899426579973,44.99753907158503,109.35710563400436,27.244539682715907,63.00441992915389,6.0054826550211065,27.998497118493603,Lettuce
103.74282017847602,52.42718613759138,107.18220868539665,29.99597657459023,71.8753895220512,6.894164880445429,30.984192105629475,Lettuce
142.08889755308897,47.82768221554439,129.67584325360855,29.15118154212635,61.9853932425999,6.972664697583418,26.624574195720047,Lettuce
106.71984351599644,57.82771021188471,105.44774562915889,29.187061716018686,71.02849652152557,6.158375880250825,31.013939195069018,Lettuce
125.75236971111502,46.23891248999346,126.26638296114824,29.203416147121306,78.44579141770934,6.573573119097329,34.081791875728086,Lettuce
148.4302208454503,48.3787829508201,148.73441048533374,21.43833045920458,78.79054732866709,6.451092978762513,33.1651672610318,Lettuce
139.72977610536725,42.23991106739162,110.80916625022921,27.48065225472419,64.34565626932527,6.724635225407941,27.74074404036232,Lettuce
113.21858731836186,59.57374458490351,120.26009352213586,19.40744467288451,67.08105493613978,6.529595746248141,29.342304783175855,Lettuce
141.36679110922353,59.68072013229207,103.5693725502416,19.943267906654903,60.06683375679985,6.029316064494834,25.206225319988526,Lettuce
149.24599643647454,43.681015205181254,143.09813680617776,20.711253645786602,60.91849721610954,6.338303349684381,25.77801918135497,Lettuce
116.65712220340261,54.77916516203409,128.86852506176024,26.849696466656372,60.65822701301084,6.222604977153056,25.838373219275734,Lettuce
118.40143666536015,51.189511169218534,129.0902004459891,24.52221099603546,60.88128137339991,6.844847923605736,25.509656701699345,Lettuce
115.87702058443821,45.99315641902692,113.49034289873056,23.191186994776835,76.32636387041714,6.500144084861776,32.13975875070219,Lettuce
131.37476135579774,46.91696002460573,119.77441962171125,21.071169454787935,70.10100576382787,6.142577011909542,31.01049033054932,Lettuce
117.85302312709995,46.214087894886646,140.90853200779623,24.935813180394486,70.16733549778661,6.968228230446568,30.889540888155526,Lettuce
141.81651975970522,46.354517850951666,117.77438699962573,18.85440613065541,78.15469386594482,6.4206376047390235,32.53584791491997,Lettuce
142.72493569380555,52.149467480483175,104.70071186695178,23.653829927989776,61.9053493049965,6.523042601525849,25.90886470813605,Lettuce
111.61086092800207,53.78147583084749,138.81863625507307,22.756445460185937,76.64825816866117,6.96681920714947,33.429739130359245,Lettuce
146.23773292606543,54.05294143779858,145.5297051656142,23.533194650898444,77.61943562523236,6.318229350154781,32.70070748844808,Lettuce
119.16043461009538,44.40396374499757,118.12791209036922,19.804077178144393,69.04012401068779,6.393783345693154,29.80120248494635,Lettuce
121.9433743565446,41.51380556757885,128.88559657299103,22.032577456411993,72.24157120389833,6.851124542167938,30.457353132161657,Lettuce
115.4594851369403,48.76460514144356,148.19873081021157,26.59711210126599,76.8337375798026,6.603585293579032,32.71860840546213,Lettuce
103.34219761543991,52.551764486177774,136.37935070000867,27.33841387776871,60.97887153218218,6.254674638671782,27.092555872766866,Lettuce
124.94040327895833,54.27846230300838,136.12591682811785,27.563313286908404,63.39852924514892,6.142022548976352,28.138671122181442,Lettuce
112.73578012035114,49.95581740551334,122.88494840085832,21.855178642704203,65.30093462356864,6.233902581246809,27.369736850010394,Lettuce
109.98940757246453,43.4405441694108,103.00765751313463,24.115660646849822,74.47770308517708,6.02163040113102,32.26876424372006,Lettuce
117.19427684868447,49.199638614417125,126.88898649498883,22.290502586251932,76.37222318061312,6.255709834236897,31.93194370571512,Lettuce
145.5806087077031,55.590922824038536,126.93509876123491,21.913115506960395,62.21463784793494,6.705359073095097,25.967705831416602,Lettuce
131.31627813441236,43.82534384695471,122.84312212971396,22.94826369373041,70.78660311568774,6.715478557323218,30.680403958524128,Lettuce
113.74408357439722,58.979978881546586,112.42565364884494,22.124961001720596,60.000980315589466,6.649503600858174,25.840964549320955,Lettuce
105.5021442566395,44.48352781902096,128.44733466879316,26.192316689281547,63.30183989277504,6.608791884333197,27.01432136331393,Lettuce
146.22166140129792,58.79626587218078,109.84730058210302,18.825436754845914,70.4202522626758,6.661995200899555,30.92714604907974,Lettuce
132.61904610886634,52.541932718499886,145.22307971120904,25.041218786040325,67.96696031064094,6.995026924596843,28.308450381610594,Lettuce
118.12183339327349,45.14667034060845,107.65800007434197,22.405976899943756,66.29938846325794,6.96668011138739,27.76959016409056,Lettuce
117.99380967965976,58.7319167225278,126.54004976192562,19.252308017200864,76.80135484304202,6.958775950621972,32.82769580974102,Lettuce
102.28848937033013,53.52326736485769,114.59309416637011,24.176683397672242,79.61027778594034,6.9165407977319315,33.37429085926732,Lettuce
149.24189335894138,46.91260461182427,143.5007351694349,22.84128133528981,62.48914234118767,6.789663782671002,26.516803930671372,Lettuce
132.4075748185631,49.810660391298356,144.51874499179294,23.460737320846974,65.8679678830311,6.788899357313428,27.68165239262596,Lettuce
121.80144703450145,57.28307907146336,120.12050951727171,26.351111941482984,70.45032249702513,6.913506411245081,29.340398953969704,Lettuce
109.60026457499924,56.73795800061467,133.2978396939611,29.05355354765269,64.70628006188755,6.644741419578915,27.23665254882208,Lettuce
123.56470831206587,41.72569039230364,105.01558724529495,21.602987087433792,72.26909526293093,6.853754435115158,30.7304933070406,Lettuce
107.55215289165166,59.89535230459471,134.64595016164748,23.713546341954654,71.02986504646711,6.614931367613834,29.824822257411196,Lettuce
138.86663146290488,44.01177930781982,104.42904244032864,29.983074380914342,70.82503723738063,6.163668426123364,30.406017672611345,Lettuce
106.39351486930119,41.3983303617971,131.89245776001974,19.8038914933927,78.48422110923394,6.583746668767943,32.69295728892334,Lettuce
130.05858845589307,58.942623277111934,100.85282800179856,25.231763321164273,70.09183284828842,6.941749410887722,29.881313935043273,Lettuce
119.15148766293927,41.76397799396653,133.98103024363422,26.96663048629648,79.60760973056622,6.557944140416034,34.79517857098517,Lettuce
101.06585797961237,54.993577117629,123.2310255701318,21.743614464387864,79.98750849708141,6.625267343763238,33.49901935943783,Lettuce
122.00301568493896,51.517837203403495,123.66250212988554,25.798960736960602,73.23588458424506,6.229821911151767,31.99484065422913,Lettuce
136.45427303287263,41.24142378868199,122.90123546717018,27.08681318362931,75.52376106264506,6.497043328508228,32.4759108038689,Lettuce
126.95933756080592,40.91541494575444,122.25264654404322,26.10295996301921,74.4054735159966,6.846535188761103,31.439907992254664,Lettuce
126.38835256280271,59.23399913608289,132.7964935908102,18.874593086226458,73.93929956672805,6.039417614083768,31.393696939340206,Lettuce
107.12514958066652,42.98314124017452,108.20642657458856,19.502449017405517,79.14310299612079,6.186627597252196,33.1531980909946,Lettuce
136.27610415202332,46.16187964323331,145.74968881421628,19.82099506719719,79.22875884255298,6.935197682908166,33.15812358715752,Lettuce
108.07418818131481,50.851986361254774,128.60262057830863,26.114866038780452,64.61662413514631,6.253965381622147,27.052502673105874,Lettuce
114.43413950389927,53.08010373359935,117.6660761754404,18.94288620258229,78.72405319078716,6.837114741211781,32.950877910347806,Lettuce
107.28443505749988,56.42316774398804,109.3528397637587,28.069545272559225,70.68189165976744,6.087431735381526,29.716605382364747,Lettuce
115.08043235890761,51.46920947996162,101.713147101935,29.35966976576346,61.50993788405043,6.2189417224881876,26.85037933524948,Lettuce
148.31636984274184,43.74102999470418,129.4549446481631,25.131627424358197,74.80702987934541,6.146672010527585,31.888881887352447,Lettuce
108.60539692714866,47.00810775175532,143.08709553136703,22.191948084228912,65.75236717126636,6.4640815285684825,28.420414675356746,Lettuce
140.40459659729606,45.90184599625837,102.14843442398984,23.981662996831204,70.41929012156466,6.012539536029464,30.566063421006113,Lettuce
106.70371769188202,49.23883740811449,114.04041098721206,28.586484468456952,79.48764599446687,6.1062606760942595,34.534448246001965,Lettuce
137.57845412678734,51.23774905991573,122.96685100520665,21.83939767858953,70.37879262552919,6.351807290005324,30.255042512027654,Lettuce
122.86902612486969,40.124555573571755,135.15018277784208,28.113220081441018,64.23846641371944,6.605186066160543,28.175066114089056,Lettuce
132.65778498277723,46.90241681785545,144.7812297038209,27.192763670404688,61.75612381939779,6.8648198946314425,27.429352403026815,Lettuce
145.72768762454427,47.157900673041354,144.3821685720355,22.212851112878667,64.86079733712269,6.630525896891322,27.03972753733892,Lettuce
107.00893014565337,51.618165686093676,104.46652286108841,20.962548082784267,72.69556878003169,6.190796397775339,31.799878247435878,Lettuce
131.94455969869452,52.11675007826914,127.02521118450271,23.65483897815598,76.41359546406363,6.221510579422721,32.31624781164821,Lettuce
105.24615122582631,50.97269720693302,134.82905745729687,25.815008097833463,71.35507287787306,6.708137347294537,29.86261815768222,Lettuce
110.35861636114441,56.03300289200466,115.03109518561484,25.528648899423906,63.00535292728349,6.999640994242496,26.77107583468904,Lettuce
134.79134403690344,54.5978272945506,128.34138870327592,23.996909502044133,68.54670718760053,6.17779081517657,29.705319425412497,Lettuce
114.79209030223358,50.26377396761627,110.60661730682598,19.660814661561396,71.61447994928113,6.0811451440082775,31.44427902579202,Lettuce
133.72616984006152,56.9414041314642,140.55624249796944,22.13791681753758,76.20677630697394,6.7109493691761255,31.54861532337379,Lettuce
127.52409176874866,52.27402428851919,134.43510417045331,24.197962903059274,70.37657937574949,6.789891360447273,29.958496414415148,Lettuce
143.90618517957864,44.14128137338571,123.59022901455734,21.62092416100632,68.95587785569042,6.248440623022132,29.471045403448684,Lettuce
113.80357306756767,47.21096207409934,144.15954612128047,20.29275665965999,62.29592293313627,6.511332070954488,26.486840645952423,Lettuce
135.40665945133867,41.322431720711144,128.0101025967711,27.316944982472062,72.21913971119231,6.542418800811877,30.71858166481071,Lettuce
113.17873941128488,45.33161014537815,113.40724390889133,20.398652801228774,66.09194916169412,6.414566753567599,27.596415928465643,Lettuce
133.84730649657675,54.30313781088299,104.9252651251657,25.5354283252521,69.13942379532553,6.9192192742939795,29.07116320367907,Lettuce
133.5615467288887,41.88546253204079,103.19835702044635,19.951837700376917,64.73602391626787,6.732536058269469,28.365301580425413,Lettuce
114.04204910819563,43.92894174062275,114.74246955319846,29.815911108775225,70.44008897763193,6.1869730135642955,30.82023464182005,Lettuce
126.01196120842745,52.02120080611904,113.26439483900647,21.589089804385498,79.29491464124678,6.204120828355454,34.70923087454918,Lettuce
105.70939970606743,52.40342270462524,104.57433302621347,27.282622450087214,71.23908802233944,6.3804462466285035,31.013375078305508,Lettuce
147.7322205338734,58.35569718411958,140.4476886555677,23.600333807905066,74.4940926042971,6.298747180231811,32.033059232077775,Lettuce
112.54320007133553,58.35013822722358,146.0721540403874,22.244814816497037,65.44208153476734,6.651465477967101,27.78913547704178,Lettuce
147.3059169840657,52.8691480757807,122.46771243452261,27.047129331838626,60.692595444472865,6.272798882360164,26.28691849047792,Lettuce
115.00194080283029,57.78212695316235,132.38582669439478,19.48090261658877,78.3926502846001,6.284537371899248,33.31375831009202,Lettuce
128.5915296462209,46.750980319629306,141.10909864738247,22.693552139437312,71.44825534436416,6.099188630634932,29.73196784671378,Lettuce
118.87789315238582,45.29828775279722,138.22558287714622,22.816141069615597,73.31864918909021,6.73867662702608,31.60404066067013,Lettuce
131.2128980285936,40.31987805487883,106.65442804793359,28.88062715450883,73.410921716463,6.259248760891236,30.560402522290804,Lettuce
114.14961966517836,49.675323586307826,124.50043979697433,23.427592868514047,73.92601687614905,6.516778530243494,30.883229810885275,Lettuce
133.465450906209,58.933322142925675,111.84059253713144,24.82808345246385,79.32088986222331,6.214132810322726,33.66185567322982,Lettuce
138.0876036394287,58.088046867426335,147.16310660877429,27.03325501070455,76.28509473406707,6.031980595123872,33.181408412507025,Lettuce
101.11329534917172,53.13552744558312,143.6783984310063,25.125187388490026,64.21769652187646,6.529753489157332,28.011928327865117,Lettuce
115.642809077378,55.91353351066781,103.83028194431017,18.195726091873688,60.09300883737681,6.138103183748042,26.13884113373308,Lettuce
143.4561131163359,43.452201422162865,136.14619015606053,21.454711462026093,67.77172548990214,6.561375263935739,28.62440881148573,Lettuce
109.40496372377388,50.391919939222454,137.5437653451578,28.58959901441642,75.42163861534851,6.035742401886855,31.74306710303953,Lettuce
149.4535847447748,58.223145961277126,121.21288132669488,22.12709019049775,72.81278625618546,6.903223966180795,31.21721404479263,Lettuce
105.13651804141705,58.474679503790924,143.0158394261494,28.22411214290683,68.86912550493088,6.587274707669114,29.20510866140837,Lettuce
106.48807357784835,50.88371072450644,105.00736432032238,27.442237795345758,73.71988789082006,6.171726047052062,30.517103482910997,Lettuce
134.90203074792575,56.81922939925023,137.16341127866258,22.415017472765275,60.70623640129197,6.949442113769571,27.015866959926342,Lettuce
137.58442690244797,57.1963006362233,147.5216812354135,21.556534587904963,75.03317363243673,6.290268184791187,31.506870125531563,Lettuce
133.2099993319944,49.95930052743127,128.91468048846727,20.6452441809887,77.07743241566594,6.857376716999704,32.52575987648781,Lettuce
100.90281366535497,52.658816212159515,124.52589918549359,26.027751311873565,60.99474674427922,6.250686073464626,26.175004360711707,Lettuce
132.1654670172246,58.74767245756906,147.5410044109605,28.768650202376207,60.32675470864919,6.239793789259691,26.674296597279337,Lettuce
108.96579024175253,48.86878256800972,121.92911539282295,25.29731206075985,68.46169419522279,6.78365081575,29.9402504475314,Lettuce
107.19659659869907,57.03098331812551,140.0744358181135,23.952745837438254,73.82640169465776,6.9708134164587525,31.194062440340737,Lettuce
125.04730720111452,57.63878512987037,125.66677567989497,27.78083774259184,71.51358655332493,6.495122427094466,31.01924722410543,Lettuce
124.6736122004732,40.38597954516137,120.4638522419238,24.353254217262226,71.83955565320124,6.318414492726978,29.737183861492852,Lettuce
